"","hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"279","mn048","KULeuven","R_2gC2GMs00LmIKu7","Yes (please include date of testing)","05-14-2025","","Prompt 2: “Let’s count together. One, two.”","27",1
