"","hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"274","mn043","KULeuven","R_2780JTFbNi5s1EZ","Yes (please include date of testing)","05-09-2025","","Prompt 1: “Can you start counting with one? Count like this. One…”","13",1
