"","hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"225","mn005","KULeuven","R_29cEhg3AKbGFY3G","Yes (please include date of testing)","04-22-2025","","Prompt 1: “Can you start counting with one? Count like this. One…”","14",1
