"","hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"277","mn046","KULeuven","R_87CuMiRykUQxys9","Yes (please include date of testing)","05-06-2025","","Prompt 1: “Can you start counting with one? Count like this. One…”","13",1
