"","hc_participant","hc_siteid","hc_qualtrics_id","hc_was.the.task.completed","hc_yes_date","hc_no_reason","hc_prompts","hc_highestcount","hc_complete"
"297","mn062","KULeuven","R_89uJId9d69FYY8x","Yes (please include date of testing)","07-16-2025","","No response after both prompts, end task.","",0
